run,m,k,d,n,b,lowest_real,highest_fake,distinguishable,distinguishability_ratio,euclidean_length_betas,abs_deviation,squared_deviation,max_normed_deviation,epsilon_droot_m,epsilon_droot_rootd,epsilon_droot_halfd,epsilon_dlinear_m,epsilon_dlinear_rootd,epsilon_dlinear_halfd
78,5,100,105,100,1,0.8885741422097688,0.09105827297403374,1,9.75830216396873,2.180140349051523,3.8903239587546965,0.20357378124557715,0.11142585779023118,0.9914885582876275,0.9692080941403172,0.9612896795557657,42.79554065068165,3.9352986915688217,1.6629862989872335
79,5,1000,1005,10,1,0.04243691974977593,-0.28503073313910876,0,0.14888541766148658,2.8207218365154203,76.45005030392981,13.0564009120685,1.095200723957018,0.9976175600583485,0.9973142875848892,0.9962176300219963,91.42636926141554,67.3545718363437,22.292579972395803
80,5,1000,1005,100,1,0.0015455983832676423,-0.6336935089969119,0,0.0024390314265869723,5.186530452463171,136.37806285194014,32.00779683168798,1.1978313538947094,0.9976597117388253,0.997299842277925,0.9961963700504985,95.39218430812245,66.38121092692134,21.819547978114574
81,10,1,11,10,1,-0.12341469626534274,1.1241550189154284,0,0.10978441068066555,1.5287823909837917,10.699319480588354,11.48750452232797,1.3739630525555855,0.8075208642276412,0.8798477903266289,0.829430273463803,1.0473310017662087,2.6907646257387157,1.405954915981783
82,10,1,11,100,1,0.9804011692855801,-0.013469899394006368,1,72.78459479228361,3.1513501957903505,0.10175354117134874,0.0013186447483183143,0.019598830714419924,0.8992918350002208,0.9008367694426311,0.9004962849754344,3.4221562797265306,3.487384510233799,3.47291269081901
83,10,10,20,10,1,0.24204322907603554,0.7899289462751404,0,0.3064113933504715,3.303201286832809,10.899560591497096,10.825504740638955,2.2602946874300627,0.8989450220540353,0.9309634901520829,0.8989450220540353,2.375158696470129,4.782808419359414,2.375158696470129
84,10,10,20,100,1,0.9803640037007775,-0.019638678403776408,1,49.92005997268426,3.1507439577062217,0.15703834229812805,0.001835004358529704,0.019638678403776408,0.9432975625438311,0.9440424575141785,0.9432975625438311,6.2230636120270075,6.3220879169059465,6.2230636120270075
85,10,100,110,10,1,-0.012548761858203708,0.9847271816754398,0,0.012743389328253259,3.1045658410587333,32.775541388914405,18.6038860634051,1.3289358086801988,0.9835830031638316,0.9833804052473606,0.9750389110945719,17.80755799147461,17.408574926561922,6.820353951582074
86,10,100,110,100,1,0.8745935620874838,-0.18471439842392234,1,4.734842381265149,3.120180029469233,6.214083647996636,0.5241424576012071,0.18471439842392234,0.9885039836445313,0.9746288946781189,0.9637034714531395,30.833250299979806,6.5119908578120755,1.8843833551312208
87,10,1000,1010,10,1,0.09638465440835202,-2.690610303630829,0,0.03582259916208835,20.34019125140651,496.4783583253495,422.3180693691119,2.690610303630829,0.9976590560168814,0.9974130833814331,0.9961081787048826,94.68735372921756,73.8129695918853,19.673987474680114
88,10,1000,1010,100,1,-0.0031515911869334583,0.29172014472765234,0,0.010803474644768737,2.6856400700469267,76.32946739705737,15.502427955819147,1.0265941377928722,0.9975115696794489,0.9973451072231521,0.9961925621058351,81.55345415866451,68.90289003762565,21.431331212500755
